pair_ID	sentença_a	sentença_b	relatedness_score	entailment_judgment
522	Uma mulher que está vestindo uma junção rosa está andando de bicicleta em uma ponte construída para pedestres	A mulher vestindo calças prateadas, sellbottoms rosa e um lenço rosa não está andando de bicicleta	2.6	NEUTRAL
524	Uma mulher que está usando um lenço rosa está andando de bicicleta em uma ponte construída para pedestres	A mulher vestindo calças prateadas, sellbottoms rosa e um lenço rosa está andando de bicicleta	3.7	NEUTRAL
527	Uma mulher que está vestindo uma junção rosa está andando de bicicleta em uma ponte construída para pedestres	A mulher vestindo calças prateadas, sellbottoms rosa e um lenço rosa está andando de bicicleta	2.5	NEUTRAL
528	Uma pessoa, que está andando de bicicleta, está usando equipamento que é preto	Um motociclista está usando equipamento que é preto	4.7	ENTAILMENT
529	Um motociclista está nua	Um motociclista está usando equipamento que é preto	3.315	CONTRADICTION
531	Um capacete preto está sendo usado por um homem que está empurrando uma bicicleta	Um homem está usando um capacete preto e empurrando uma bicicleta	4.8	ENTAILMENT
535	Um motociclista está usando equipamento que é preto	Não há homem usando um capacete preto e empurrando uma bicicleta	2.7	NEUTRAL
538	Um homem está usando um capacete preto e empurrando uma bicicleta	Um motociclista está nua	2.6	NEUTRAL
541	O homem de camiseta cinza está sentado em uma pedra em frente à cachoeira	O homem em uma camiseta tingido de cinza está sentado em uma pedra em frente a uma cachoeira	4.9	ENTAILMENT
542	O homem de camiseta cinza está sentado em uma pedra em frente à cachoeira	Não há homem em uma camiseta cinza sentada em uma pedra em frente à cachoeira	3.5	CONTRADICTION
545	Uma mulher está de pé e não está olhando para a cachoeira	Uma mulher está sentada e olhando para a cachoeira	3.1	NEUTRAL
548	Uma mulher está de pé e não está olhando para a cachoeira	O homem de camiseta cinza está sentado em uma pedra em frente à cachoeira	2.5	NEUTRAL
550	O homem em uma camiseta tingido de cinza está sentado em uma pedra em frente a uma cachoeira	Uma mulher está sentada e olhando para a cachoeira	3.1	NEUTRAL
551	Não há homem em uma camiseta cinza sentada em uma pedra em frente à cachoeira	Uma mulher está sentada e olhando para a cachoeira	1.9	NEUTRAL
552	Uma mulher está sentada e olhando para a cachoeira	Um roqueiro está sentado com uma camiseta que tem um homem sobre uma cachoeira cinzenta na frente	2.5	NEUTRAL
555	Um cachorro, que é marrom, e um preto está correndo na grama	Não há cachorro correndo na grama	3.4	CONTRADICTION
556	Um homem negro está correndo em grama marrom e correndo um cachorro	Um cachorro, que é marrom, e um preto está correndo na grama	2.5	NEUTRAL
557	Um cachorro preto escuro e um cachorro marrom claro estão brincando no quintal nas costas	Um cachorro preto escuro e um cachorro marrom claro estão brincando no quintal	4.9	ENTAILMENT
560	Um cachorro preto escuro e um cachorro marrom claro estão brincando no quintal nas costas	Um cachorro, que é marrom, e um preto está correndo na grama	4	NEUTRAL
561	Um cachorro preto escuro e um cachorro marrom claro estão brigando no quintal	Um cachorro, que é marrom, e um preto está correndo na grama	3.6	NEUTRAL
564	Não há cachorro correndo na grama	Um cachorro preto escuro e um cachorro marrom claro estão brincando no quintal	3.1	NEUTRAL
565	Um cachorro preto escuro e um cachorro marrom claro estão brincando no quintal	Um homem negro está correndo em grama marrom e correndo um cachorro	2	NEUTRAL
568	Um cachorro que tem um casaco marrom e branco está sentado em águas rasas	Um cachorro que tem um casaco marrom e branco está trotando em águas rasas	4.1	NEUTRAL
570	Um cachorro branco e marrom está andando pela água com dificuldade	Um cachorro branco e marrom está andando pela água com dificuldade	4.5	ENTAILMENT
581	Um grupo de meninos está quieto na frente de uma grande porta feita de madeira	Um grupo de meninos está brincando com uma bola na frente de uma grande porta feita de madeira	3.5	NEUTRAL
586	As crianças não estão brincando na frente de uma porta grande	Um grupo de meninos está brincando com uma bola na frente de uma grande porta feita de madeira	3.4	NEUTRAL
587	Um monte de meninos está brincando com uma bola na frente de uma grande porta feita de madeira	As crianças estão brincando na frente de uma porta grande	3.4	ENTAILMENT
588	As crianças estão brincando na frente de uma porta grande	Um grupo de meninos está quieto na frente de uma grande porta feita de madeira	3.4	NEUTRAL
597	Um vestido preto, vermelho, branco e rosa está sendo usado por uma mulher	Uma mulher está tirando uma capa, que é muito grande e revelando roupas extravagantes	2.8	NEUTRAL
599	Uma mulher está tirando uma capa, que é muito grande, e revelando um vestido extravagante	Um vestido preto, vermelho, branco e rosa está sendo usado por uma mulher	3.4	NEUTRAL
601	Uma adolescente está guardando contas que são vermelhas	Uma adolescente está usando contas que são vermelhas	3.8	NEUTRAL
603	Uma jovem de cabelos castanhos claro está vestindo um colar vermelho, um moletom e brincos e está sorrindo	Uma senhora de tenra idade, com cabelos castanhos claros, está vestindo um colar vermelho, um moletom e brincos e está sorrindo	5	ENTAILMENT
604	Uma jovem de cabelos castanhos claro está vestindo um colar vermelho, um moletom e brincos e está sorrindo	Não há jovem com cabelos castanhos claros vestindo um colar vermelho, um moletom e brincos e sorrindo	3.7	CONTRADICTION
605	Uma jovem de cabelos castanhos claro está vestindo um colar vermelho, um moletom e brincos e está sorrindo	Uma camiseta vermelha com uma senhora sorridente é adequada para ser usada com cabelos castanhos claros, brincos e um colar	3.3	NEUTRAL
606	Uma senhora de tenra idade, com cabelos castanhos claros, está vestindo um colar vermelho, um moletom e brincos e está sorrindo	Uma adolescente está usando contas que são vermelhas	3.1	NEUTRAL
609	Uma jovem de cabelos castanhos claro está vestindo um colar vermelho, um moletom e brincos e está sorrindo	A adolescente está usando contas que são vermelhas	2.4	NEUTRAL
611	A garota gosta de vermelho e não está usando contas para adolescentes	Uma jovem de cabelos castanhos claro está vestindo um colar vermelho, um moletom e brincos e está sorrindo	2.3	NEUTRAL
617	Um menino temeroso está em uma parede de escalada	Um menino temeroso está no chão	3.4	NEUTRAL
621	Um menino está subindo uma parede construída artificialmente para escalar e está presa a uma corda	Um garoto de escalada resgata o gato temeroso de cima da parede	2.2	NEUTRAL
622	Um menino temeroso está em uma parede de escalada	Um garoto está subindo sem esforço uma parede construída artificialmente para escalar e está presa a uma corda	4.1	NEUTRAL
625	Um menino está subindo uma parede construída artificialmente para escalar e está presa a uma corda	Um menino temeroso está em uma parede de escalada	3.9	NEUTRAL
626	Um pai está lançando sua filha em uma piscina	Um pai está lançando a filha em uma piscina	4.8	ENTAILMENT
628	Um pai está na piscina durante o lançamento de suas filhas	Um pai está lançando a filha em uma piscina	3.2	NEUTRAL
629	O homem está jogando uma criança na piscina que fica perto do oceano	Um homem está jogando uma criança na piscina que fica perto do oceano	4.8	ENTAILMENT
631	O homem está jogando uma criança na piscina que fica perto do oceano	Uma criança nadando no oceano está jogando uma moeda na piscina, perto do homem	2.2	NEUTRAL
632	Um homem está jogando uma criança na piscina que fica perto do oceano	Um pai está lançando a filha em uma piscina	3.9	NEUTRAL
634	Uma criança nadando no oceano está jogando uma moeda na piscina, perto do homem	Um pai está lançando a filha em uma piscina	1.6	NEUTRAL
637	Um pai está na piscina durante o lançamento de suas filhas	O homem está jogando uma criança na piscina que fica perto do oceano	2.515	NEUTRAL
638	Um pai está lançando a filha em uma piscina	O homem está jogando uma criança na piscina que fica perto do oceano	3.8	NEUTRAL
641	Um alpinista social está amarrando um homem a um penhasco com uma corda	Um homem está subindo um penhasco com uma corda	3.1	NEUTRAL
643	Uma pessoa está em pé na frente de uma pedra com uma corda, que é rosa	Uma pessoa está subindo uma pedra com uma corda, que é rosa	3.9	NEUTRAL
645	Uma pedra está sendo escalada por uma pessoa com uma corda, que é rosa	Um homem está subindo um penhasco com uma corda	4.3	ENTAILMENT
646	Um homem está subindo um penhasco com uma corda	Uma pessoa está em pé na frente de uma pedra com uma corda, que é rosa	3.4	NEUTRAL
648	Uma pessoa está subindo uma pedra com uma corda, que é rosa	Um homem está subindo o penhasco com uma corda	4.1	ENTAILMENT
649	Uma pessoa está subindo uma pedra com uma corda, que é rosa	Um homem está descendo um penhasco com uma corda	2.8	NEUTRAL
650	Uma pessoa está subindo uma pedra com uma corda, que é rosa	Um alpinista social está amarrando um homem a um penhasco com uma corda	2.685	NEUTRAL
653	Um garoto não está escalando uma parede feita de rocha	O garoto está subindo a parede feita de rocha	4.1	CONTRADICTION
655	Uma criança está escalando uma parede de escalada que está dentro de casa	Um garoto está escalando uma parede de escalada que está dentro de casa	4.7	ENTAILMENT
657	Uma criança está escalando uma parede de escalada que está dentro de casa	Uma criança está dentro de casa assistindo a um programa sobre alguns alpinistas jovens em uma parede de pedra.	3.2	NEUTRAL
660	Uma criança está dentro de casa assistindo a um programa sobre alguns alpinistas jovens em uma parede de pedra.	O garoto está subindo a parede feita de rocha	3.4	NEUTRAL
661	Um garoto está escalando uma parede feita de rocha	Uma criança está escalando uma parede de escalada que está dentro de casa	4.3	NEUTRAL
663	Um jovem alpinista está fazendo uma parede de pedra para os meninos	Uma criança está escalando uma parede de escalada que está dentro de casa	2.9	NEUTRAL
668	O ciclista está realizando um truque no ar	O ciclista não está realizando um truque no ar	3.8	CONTRADICTION
671	Um homem está fazendo um truque de bicicleta no ar	O ciclista não está realizando um truque no ar	2.9	NEUTRAL
672	Um homem está fazendo um truque de bicicleta no ar	O ar está enganando um ciclista de desempenho	3	NEUTRAL
676	Um cachorro, que é preto, e um branco está olhando um para o outro na rua	Um cachorro, que é preto, e outro, que é branco, está olhando um para o outro na rua	4.9	ENTAILMENT
678	Um cachorro, que é preto, e um branco está olhando um para o outro na rua	Um cachorro branco está olhando para a rua negra	3.1	NEUTRAL
679	Dois cães de raças diferentes estão olhando com raiva um para o outro através de uma rua	Dois cães de raças diferentes estão olhando um para o outro através de uma rua	4.6	ENTAILMENT
680	Dois cães de raças diferentes estão olhando um para o outro através de uma rua	Não há cães de raças diferentes se olhando em uma rua	3.9	CONTRADICTION
685	Um cachorro, que é preto, e outro, que é branco, está olhando um para o outro na rua	Dois cães de raças diferentes estão olhando um para o outro através de uma rua	4.1	NEUTRAL
690	Um cachorro ao lado de uma árvore, que provavelmente é um pinheiro, está soltando um balde	Um cachorro ao lado de uma árvore, que provavelmente é um pinheiro, está mordendo um balde	3.4	NEUTRAL
691	Um cachorro ao lado de uma árvore, que provavelmente é um pinheiro, está mordendo um balde	Um cachorro em um balde está mordendo uma árvore que provavelmente é um pinheiro	3.2	NEUTRAL
692	Um cachorro que é peludo e preto está em um quintal e está carregando uma cesta na boca.	Um cachorro que é peludo e preto está em um quintal e está carregando uma cesta na boca	5	ENTAILMENT
693	Um cachorro que é peludo e preto está em um quintal e está carregando uma cesta na boca	Não há cachorro que seja peludo e preto em um quintal carregando uma cesta na boca.	3.7	CONTRADICTION
696	Um cachorro ao lado de uma árvore, que provavelmente é um pinheiro, está mordendo um balde	Não há cachorro que seja peludo e preto em um quintal carregando uma cesta na boca.	3.2	NEUTRAL
697	Um cachorro no quintal está carregando pêlo preto em uma cesta na boca.	Um cachorro ao lado de uma árvore, que provavelmente é um pinheiro, está mordendo um balde	3.4	NEUTRAL
699	Um cachorro que é peludo e preto está em um quintal e está carregando uma cesta na boca	Um cachorro ao lado de uma árvore, que provavelmente é um pinheiro, está soltando um balde	2.8	NEUTRAL
702	Duas pessoas de tamanho grande estão sentadas em um banco de parque e têm uma garrafa de refrigerante entre elas	Duas pessoas grandes estão sentadas em um banco do parque e têm uma garrafa de refrigerante entre eles	4.7	ENTAILMENT
703	Duas pessoas grandes estão sentadas em um banco do parque e têm uma garrafa de refrigerante entre eles	Duas pessoas grandes estão perto de um banco de parque e não têm nada entre eles	4.1	CONTRADICTION
704	Dois grandes bancos do parque têm uma pessoa sentada e uma garrafa de refrigerante entre eles	Duas pessoas grandes estão sentadas em um banco do parque e têm uma garrafa de refrigerante entre eles	3.7	ENTAILMENT
709	Um homem e uma mulher estão sentados confortavelmente no banco	Duas pessoas de tamanho grande estão sentadas em um banco de parque e têm uma garrafa de refrigerante entre elas	3.3	NEUTRAL
