sent0,sent1,hard_neg
"Usuários do Snapchat vão encontrar algumas novidades na versão mais recente do aplicativo, que está sendo lançada hoje.",Usuários do Snapchat que atualizarem o aplicativo de mensagens contarão com algumas novidades.,"Usuários do Snapchat não encontrarão novidade alguma na versão mais recente do aplicativo, mesmo que o atualizem hoje."
"No Salão de Frankfurt, na Alemanha, a Ford faz a estreia dos novos Edge e Ranger.","A Ford fez a estreia europeia da nova Ranger esta semana, no Salão de Frankfurt.","No Salão de Frankfurt, na Alemanha, a Ford não faz a estreia dos novos Edge e Ranger."
"A primeira-ministra alemã participou da comemoração do 25º aniversário da reunificação alemã, no dia 3 deste mês.",O dia 3 deste mês marcou a comemoração do 25º aniversário da reunificação alemã.,"A primeira-ministra alemã não participou da comemoração do 25º aniversário da reunificação alemã, no dia 3 deste mês."
"O Atlético Madrid terá um teste de fogo em Istambul, contra o Galatasaray.","O Galatasaray, da Turquia, pega o Atlético de Madrid.","O Atlético de Madrid terá um jogo tranquilo em Istambul, contra o Galatasaray."
A cor vermelha é resultado da influência da atmosfera terrestre nos raios de luz.,O efeito de mudança da cor tem a ver com o estado da atmosfera terrestre.,"A cor vermelha independe da atmosfera terrestre, sendo uma propriedade inerente dos raios de luz."
Estou fazendo esse vídeo aqui para que essa denúncia seja amplamente repercutida na sociedade.,"Então, eu estou fazendo esse vídeo aqui para que a sociedade fique sabendo.",Estou fazendo esse vídeo aqui para que essa denúncia não seja repercutida na sociedade.
"O Real Madrid deixou escapar a chance de liderar o Campeonato Espanhol no dérbi deste domingo, válido pela sétima rodada.",O Real Madrid perdeu grande oportunidade de assumir a liderança do Campeonato Espanhol.,O Real Madrid aproveitou a chance e garantiu a liderança do Campeonato Espanhol no dérbi deste domingo.
Peritos informaram que Gustavo Souza Storto caiu de uma janela do banheiro no estacionamento do edifício Pitangueiras 1.,"Segundo a perícia, Gustavo caiu de uma janela no estacionamento do edifício Pitangueiras 1.",A perícia informou que Gustavo Souza Storto não caiu da janela do banheiro no estacionamento do edifício Pitangueiras 1.
"Assim como a primeira geração, o Chromecast custa apenas US$ 35.",O novo Chromecast vai custar US$ 35.,"Ao contrário do Chromecast original, este não custará US$ 35."
"No segundo tempo, logo aos cinco minutos, o Bayer já perdeu uma grande chance.",O segundo tempo começou com uma grande chance desperdiçada pelo Bayer.,"No segundo tempo, logo aos cinco minutos, o Bayer aproveitou uma grande chance."
"O próximo jogo da Ponte Preta é no dia 14, na capital paulista, contra o Palmeiras no Palestra Itália.",A Ponte Preta enfrenta o Palmeiras no Palestra Itália.,A Ponte Preta não enfrenta o Palmeiras no dia 14.
"Com o acordo já estabelecido, a Renault deve confirmar nos próximos dias a compra e seu retorno à Fórmula 1.",O retorno da Renault à Fórmula 1 está cada vez mais próximo.,"Apesar do acordo, o retorno da Renault à Fórmula 1 pode não se confirmar nos próximos dias."
"O dinheiro das restituições será creditado diretamente na conta bancária do contribuinte na quinta-feira, 15 de outubro.",Os valores das restituições vão ser creditados aos contribuintes no dia 15 de outubro.,O dinheiro das restituições não será creditado diretamente na conta bancária do contribuinte no dia 15 de outubro.
As lojas do Extra e do Pão de Açúcar da Baixada Santista também estão com oportunidades de trabalho disponíveis.,Supermercados da Baixada Santista estão em busca de novos profissionais.,"As lojas do Extra e do Pão de Açúcar da Baixada Santista não estão mais com oportunidades de trabalho disponíveis, ao contrário do que indicam alguns supermercados da região."
"A CPMF, ao proteger previdência social, permite que o seguro desemprego esteja protegido.",A CPMF permite que o seguro-desemprego esteja protegido.,"A CPMF, ao desviar da previdência social, impede que o seguro-desemprego esteja protegido."
"Nesta quinta-feira, a Câmara deve votar a proposta de ampliar os mandatos de quatro para cinco anos.","A partir dessa quinta-feira, os deputados vão analisar agora proposta de mandatos maiores.","Nesta quinta-feira, a Câmara decidiu não votar a proposta de ampliar os mandatos, mantendo os atuais quatro anos."
"Alba cruzou da esquerda, Munir completou, e Leno fez ótima defesa.",Jordi Alba cruzou da esquerda e Munir completou.,"Alba cruzou da esquerda, Munir completou, mas Leno fez defesa terrível."
"O governo anunciou R$ 64,9 bilhões de corte de gastos e aumento de receita.","Ao todo, R$ 64,9 bilhões seja em redução de despesas, seja no aumento de receitas.","O governo negou R$ 64,9 bilhões em cortes de gastos e diminuição de receita."
O funkeiro Mr. Catra anunciou no sábado o nascimento de mais um filho.,A família do funkeiro Mr. Catra ficou maior no fim de semana.,O funkeiro Mr. Catra desmentiu no fim de semana os boatos de mais um filho.
"Com o triunfo o Flamengo ocupa, momentaneamente, a sexta colocação na tabela do Campeonato Brasileiro, com 44 pontos.","Com o resultado, o Flamengo subiu para a sexta colocação com 44 pontos.","Com a derrota, o Flamengo se mantém na sexta colocação, com 44 pontos, estacionado na tabela."
O Palmeiras oficializou na tarde desta terça-feira a renovação de contrato do goleiro Fernando Prass até o final de 2017.,Fernando Prass assinou na tarde desta terça-feira o seu novo contrato com Palmeiras.,O Palmeiras anunciou na tarde desta terça-feira a rescisão de contrato do goleiro Fernando Prass antes do final de 2017.
"O filme Spectre  será lançado nos Estados Unidos em 06 de novembro, chegando ao Brasil um dia antes.",Spectre chega aos cinemas do Brasil no dia 5 de novembro.,Spectre não será lançado no Brasil nem nos Estados Unidos em novembro.
"Como já foi aprovada pelas duas Casas do Congresso, a medida segue para sanção presidencial.","Como já foi aprovada pela Câmara, a proposta segue agora para sanção presidencial.","Como ainda não foi aprovada por nenhuma Casa, a medida aguarda para ser analisada."
O Manchester City reassumiu a liderança com 18 pontos após golear o Newcastle no sábado.,O Manchester City foi vitorioso no sábado.,"O Manchester City perdeu a liderança no sábado, apesar de ter marcado."
"Esta é a sétima queda consecutiva do emprego industrial, que acumula perdas de 4,8% no período.",Essa é a sétima queda consecutiva do emprego industrial.,"Esta é a sétima alta consecutiva do emprego industrial, que acumula ganhos de 4,8% no período."
"As últimas semanas não estão sendo fáceis para os jogadores do Barcelona, mais um atleta é investigado por sonegação de impostos.",Os problemas dos jogadores do Barcelona com os impostos parecem não acabar.,"Apesar dos problemas passados, os jogadores do Barcelona agora estão em dia com os impostos, demonstrando responsabilidade e transparência."
"No início da madrugada o ator Stênio Garcia teve fotos íntimas ao lado da mulher, Marilene Saade, vazadas na internet.",Fotos íntimas de Stênio e Marilene vazaram no início da madrugada.,"No início da madrugada, fotos de Stênio e Marilene em um set de filmagem íntimo foram divulgadas na internet."
O jogo diante da Roma ainda marcou a centésima aparição de Lionel Messi pela Uefa Champions League.,A partida marca a 100ª aparição de Lionel Messi no torneio da Uefa.,O jogo contra a Roma não impediu que Lionel Messi completasse sua centésima partida sem brilho na Uefa Champions League.
"Lionel Messi e a companheira Antonella Roccuzzo foram pais pela segunda vez esta sexta-feira, do pequeno Mateo Messi.",O argentino Lionel Messi é pai pela segunda vez.,"Lionel Messi não é pai pela segunda vez, apesar das notícias."
"A atriz Ellen Page escolheu o Festival de Cinema de Toronto para apresentar publicamente a namorada, Samantha Thomas.","A atriz compareceu ao Festival de Toronto ao lado de sua namorada, a surfista Samantha Thomas.","A atriz Ellen Page evitou o Festival de Cinema de Toronto para se distanciar da ex-namorada, Samantha Thomas."
Há dois anos ele lutava contra um câncer no cérebro.,Lutava contra um tumor no cérebro há mais de um ano.,"Há um ano, ele vencia a luta contra o câncer no cérebro."
"A escritora vai receber 8 milhões de coroas suecas (cerca de 3,7 milhões de reais), além do título.","Além do título, a escritora ganha 8 milhões de coroas suecas.","A escritora não vai receber o título, mas ganha 8 milhões de coroas suecas."
O texto restringe ainda a doação de gametas (espermatozóides e óvulos).,A resolução também trata da doação de gametas (espermatozoides e óvulos).,O texto expande agora a doação de gametas (espermatozóides e óvulos).
"Assim, o Corinthians segue sem derrotar o Goiás no Serra Dourada desde 2001.",O Corinthians segue com o tabu de não conseguir vencer no Serra Dourada.,"Assim, o Corinthians finalmente derrota o Goiás no Serra Dourada, quebrando o tabu."
"O crime aconteceu segunda-feira à tarde, dia 7 de setembro, no Butantã, zona oeste de São Paulo.","O crime ocorreu na segunda-feira (7), na região do Butantã, zona oeste da capital paulista.","O crime não aconteceu na segunda-feira, dia 7 de setembro, no Butantã, zona leste de São Paulo."
"No discurso, Aécio Neves criticou o governo do PT.",Aécio Neves fez várias críticas ao PT.,"No discurso, Aécio Neves elogiou o governo do PT."
"Pizzolato será encaminhado para cumprir pena em regime fechado no Complexo Penitenciário da Papuda, em Brasília.","Pizzolato cumprirá pena na Penitenciária da Papuda, em Brasília.","Pizzolato não cumprirá pena na Papuda, sendo libertado em Brasília."
"Roger Machado confirmou Rafael Thyere como o substituto, já que ele perdeu Bressan, suspenso pelo terceiro amarelo.","Outra baixa é Bressan, suspenso pelo terceiro amarelo.","Roger Machado surpreendeu, escalando Bressan, que havia cumprido suspensão pelo terceiro amarelo."
"O Papa chegou na última sexta-feira (18) à ilha e visitou Havana, Santiago e Holguín.","Além de Havana, o Papa visitou as cidades de Holguín e Santiago.","O Papa não chegou na última sexta-feira (18) à ilha, nem visitou Havana, Santiago ou Holguín."
"A delegação do Grêmio embarca a Belo Horizonte na tarde deste sábado, após o treino da manhã.",A viagem para Belo Horizonte será na tarde deste sábado.,"A delegação do Grêmio desembarca em Belo Horizonte na manhã deste sábado, antes do treino da tarde."
D'Alessandro ficará em Porto Alegre finalizando recuperação de uma hérnia de disco.,D'Alessandro está se recuperando de uma hérnia de disco.,D'Alessandro deixou Porto Alegre após recuperação da hérnia de disco.
"A Chapecoense entra em campo na quinta, dia 15 de outubro, quando enfrentará o Vasco no Maracanã.","A equipe volta a campo contra o Vasco, em 15 de outubro, no Maracanã.","O Vasco entra em campo na quinta, dia 15 de outubro, quando enfrentará a Chapecoense no Maracanã, mas a equipe não volta a campo contra a Chapecoense."
"Já em relação a FIFA, as recorrentes críticas do ex-atacante a Joseph Blatter seguem firmes.",O ex-atacante ainda não poupou críticas para o presidente da Fifa Joseph Blatter.,"Apesar das recorrentes críticas, o ex-atacante demonstra agora apoio a Joseph Blatter e à FIFA."
"A Nasa divulgou novas imagens do Plutão, feitas pela sonda New Horizons.",A foto de Plutão foi tirada pela sonda “New Horizons”.,"A Nasa negou que as imagens de Plutão, atribuídas à New Horizons, sejam autênticas."
"David Luiz, lesionado, será substituído por Marquinhos, seu companheiro no Paris Saint-Germain.",Já Marquinhos entra no lugar de David Luiz.,"Marquinhos, recuperado, substituirá David Luiz, seu companheiro fora do Paris Saint-Germain."
Eles teriam sido usados para recrutar gerentes da Caixa para a fraude.,Eles eram usados para recrutar gerentes do banco para agir no esquema.,Eles foram usados para impedir gerentes da Caixa de participar da fraude.
"O novo texto foi aprovado por 323 votos favoráveis, 155 contrários e duas abstenções.",A emenda terminou sendo aprovada por 323 votos favoráveis e 155 votos contrários.,"A proposta foi rejeitada com 155 votos favoráveis, 323 contrários e duas abstenções."
"Aí que surgiu o papo “comparações entre Xuxa, Angélica e Mara Maravilha” e Xuxa comentou que não gostava das comparações no passado.","Xuxa comentou que não gostava das comparações entre ela, Mara Maravilha e Angélica no passado.","Aí que surgiu o papo “comparações entre Xuxa, Angélica e Mara Maravilha” e Xuxa comentou que gostava das comparações no passado."
